Tweet ID,Full Text,Mask Sentiment,Language
1231793861392887808,Sbb skrg tgh corona batuk kena pakai mask lah camnj,Not Sure,Other,
1294115875352715264,"@TAltgeld @derspiegel Letztendlich ist es doch sehr aussagekräftig, wenn man mitten in einer Pandemie nationaler Tragweite Masken verschenken will, während man in Dauerschleife seine Besorgnis zum aktuellen Infektionsgeschehen kundtut.",Not Sure,Other,
1230684440583639040,"Dampak Corona, Pendapatan Maskapai di Asia Berpotensi Hilang Rp 381 T https://t.co/dUf6IT6Ue3 https://t.co/CNRtywwpwb",Not Sure,Other,
1274697753101099008,Kapolsek Semin Kompol Haryanta melaksanakan silaturahmi dan himbauan kepada pamong kalurahan agar selalu memakai masker dan menjaga jarak guna antisipasi penyebaran virus Covid 19. https://t.co/VAhbZOnOJB,Not Sure,Other,
1292385288996651008,Vacuna Contra el COVID-19 ha sido aprobada y entrara en producción masiva la semana que ... https://t.co/Pm7LV44GU1 #gasolina #vaccine #vacuna #venezuela #trump #oms #coronavirus #china #justice #miami #blm https://t.co/jNMiZvGrZU,Not Sure,Other,
1281664241477521409,Koronavirüs mü: Maske takıp veterinere götürdüler https://t.co/JiXiw3a3XX,Not Sure,Other,
1224674520268787712,"@wajihulla Modi virus infect hogaya inme, corona se pehle.",Not Sure,Other,
1292748506860523520,"Wuhan uzak, virüs seyyar! 
Bir kişiden sakınmak, en az iki kişinin yararınadır.

#MaskeTak #sosyalmesafe",Not Sure,Other,
1295780695680389135,Ya estáis tardando en descargar https://t.co/6nKdldrPSN,Not Sure,Other,
1270706189190356992, ,Not Sure,Other,
1286378811165212674,"Вести в 20:00. COVID-19 отступает: Андрей Воробьев рассказал о новом этапе снятия ограничений
https://t.co/qcj07t4oYA https://t.co/hUd019SrOT",Not Sure,Other,
1233771904068202496,"Le personnel médical en Iran est compétent et dévoué, mais les pasdarans contrôlent la plupart des ressources médicales qui détournent vers leurs aventures guerrières et les meilleurs services médicaux sont réservés aux responsables du régime. Résultat : 300 morts du #coronavirus https://t.co/HwmVyDT8TR",Not Sure,French,
1267480245654958081,"A la Argentina le sobra La Pampa Sr. @ZiliottoSergio, y 24 Gobernadores. https://t.co/xI6hZMBLJk",Not Sure,Other,
1287466936582852609,"Ini orang2 tereak2 minta pembatasan dibuka biar bisa kumpul2 sosial dan ngobrol bareng. Pas kumpul2 udah masker lepas, ngobrol deket2, covid19 pun riang. Itu ada videocall bisa dipake ya. Adapt lah. Namanya juga bencana.",Not Sure,Other,
1279351233967460352,"#Corona, Ausbeutung, Rassismus - #toennies. Wenn Clemens Tönnies nicht handelt, dann wir. Fordern wir #Edeka,
@Lidl
@REWE_Supermarkt
#Aldi ,#Netto , #Penny auf, alle Produkte aus dem Regal zu nehmen! https://t.co/kXqOrPyiXb #ToenniesSkandal #vegan #COVIDー19 #cancelanimalag",Not Sure,Other,
1286932688494972929,"接触確認アプリ、これ入れるといつどこで誰と会ったかも国に管理されるようになるんだなあ。

新型コロナウイルス接触確認アプリ（COCOA) COVID-19 Contact-Confirming Application｜厚生労働省 https://t.co/ueL4uHJKW2",Not Sure,Multiple,
1284137126301437956,Por dos razones ... por Covid y por NO merecerlo... les ha regalado en VAR y PENALES inventados medio torneo !!!,Not Sure,Other,
1298839890394669061,Polri memberlakukan kedisiplinan protokol kesehatan di lingkungan Polri guna mencegah penyebaran Covid-19. #TNIPolriAjakPakaiMasker https://t.co/NRqJI4sylZ,Not Sure,Other,
1286817806789509120,. https://t.co/qERYRtxLDn,Not Sure,English,
1293408772719693824,"Yuk patuhi protokol kesehatan untuk mencegah penyebaran virus Corona, diantaranya memakai masker, menjaga jarak dengan orang lain dan mencuci tangan sesering mungkin. #PolriSerukanCuciTangan https://t.co/pJiHekc2Lk",Not Sure,Other,
1288735837694373888,"Melaksanakan Patroli DIALOGIS,sampaikan pesan agar selalu memakai MASKER saat keluar rumah serta sampaikan himbauan  untuk  mengikuti protokol kesehatan antisipasi covid-19 dalam aktifitasnya. https://t.co/ftKdmdl4Lc",Not Sure,Other,
1298603609261834246,"KAPOLSEK KERTAJATI DAN ANGGOTA BAGIKAN MASKER KEPADA WARGA DAN BERIKAN HIMBAUAN UNTUK DISIPLIN PROTOKOL KESEHATAN DIMASA PANDEMI COVID 19. - POLRES MAJALENGKA, Sebagai upaya Pihak Polri di jajaran Polsek Kertajati Polres Majalengka Polda Jabar... https://t.co/E3bswLyc9a",Not Sure,Other,
1283221002416091136,"@kvicindia Corona mahamaari khatm hone k baad aayega kya masks humara?  #khadimasks sirf prachaar karne se nhi hoga, achi service b dena sikhiye. Government   k jaisa aur government karmchaari  k jaisa kaam ho rha hi. very bad😠😠😠",Not Sure,Other,
1289857415186350080,@pitah9k @Hektor_Nibelung @halfrandir @tagesschau Zum Thema sinnhaftigkeit der Masken noch was interessantes: https://t.co/e9CMrEsOfj,Not Sure,Other,
1270042483322507267,"Wir hätten wohl hunderte, vielleicht sogar tausende Todesfälle vermeiden können, wenn die Herren Spahn, Wieler, Montgomery et al. nicht zwei Monate lang gegen #Fremdschutzmasken agitiert hätten.

https://t.co/8CR7P1R2AW

#Coronakrise #MaskeAuf @MaskeAuf https://t.co/yQCoFqfdPV",Not Sure,Other,
1285074752076500992,"México reporta 344 mil 224 casos por Covid19, 39,184 decesos

Autoridades de Salud Federal reportan al 19 de julio de 2020, 344,224 casos confirmados, 30,478 activos, 83,542 sospechosos de COVID19. Se han… https://t.co/9l1ycrFtSa",Not Sure,Other,
1240732337647816710,J’ai pleuré de rire quand ils ont dit qu’il jongle comme les anciens https://t.co/cG0JWGnagP,Not Sure,French,
1230284277209849856,"@supermarylicius Que ricoooo, por lo de la Pizza. La comida China no gusta 😐",Not Sure,Other,
1272594721811181568,Dejé de seguir los números un toque y ya tenemos más de 30.000 casos de Covid. Tremeeeendo 😱,Not Sure,Other,
1295920548124536832,"@NordischbyNatur @Friedaimperia #COVID19 #Deutschland2020

Läuft einer laut klatschend durch den Park.
""Hey Sie da, was tun Sie da, warum klatschen Sie?""
    ""Ich vertreibe Elefanten!""
""Aber hier sind doch gar keine Elefanten.""
    ""Sehen Sie, es wirkt!"" https://t.co/DOpAmJzUPB",Not Sure,Other,
1284100951238942720,"@AnnickDeRidder 
..  VEEL  CORONA  LEUGENS  IN  AMERICA  ...!!!..
..  OOK  IN  EUROPA  .??.  BELGIE .??.. 
   MASKERS  WERKEN  NIET  ..???..  
.. CORONA  HOLOCAUST  ...
    It Has Begun, People Are Demanding Change, Do You See What’s Happening..
   https://t.co/o6v0pabjrz",Not Sure,Multiple,
1292370731284692992,Mit billig herzustellender Schutzausrüstung wie Masken ließ sich in der Pandemie viel Geld verdienen. Auch der österreichische Staat gab mehr als hundert Millionen Euro aus. Ein Blick ins Innere des Geldrausches. https://t.co/mggIlSrIo8 via @daswasfehlt,Not Sure,Other,
1297023607210639360,"Coronavirus: ""Ma récupération est pire que l'expérience initiale""

                                    Le ... plus d'infos sur : https://t.co/4j3O7k3haz
#coronavirus #est #initiale #lexpérience #pire #récupération
https://t.co/4j3O7k3haz",Not Sure,French,
1295994987356868608,"@YannAphing @victor87700 @Conflits_FR Je suis dans le Grand Est et en une seule semaine le virus a fait 9 morts dans un seul Ehpad malgré toutes les précautions prises
https://t.co/rOjChkITIX",Not Sure,French,
1293433409247694849,Rusya aşıyı buldu mu? Putin son dakika duyurdu! Corona virüs aşısı bulundu mu? https://t.co/E1udOZzRII,Not Sure,Other,
1229506506141380608,Pensioenfonds ABP heeft last van beurseffect coronavirus en lage rentes https://t.co/iJGTYv0Bpf via @NUnl,Not Sure,Other,
1237308490563149825,"Dünya'da #coronavirus , son durum:
#salı #SeykmCoronaMaskesi https://t.co/y0fot0vDQx",Not Sure,Other,
1285227037863575558,Tenho tanto cagaço de pegar corona que por mim eu viria trabalhar de burca. Só com os olhos pra fora,Not Sure,Other,
1237183640112693248,Ascienden a 463 los fallecidos por el coronavirus en Italia https://t.co/xdUa7DepQ1 https://t.co/K4gzeHoAz2,Not Sure,Other,
1299914781097259016,"Pelayanan polri dengan Mobil Patroli Tangguh dan Pembagian Masker Oleh anggota Polsek Tanah Merah siap kawan Covid-19 dengan patuhi Protokol Kesehatan 

#Sosialisasi3MPolri
3 https://t.co/FUABm4kuB8",Not Sure,Other,
1298863731544174592,"@1trenggalek @TheArieAir @tjhinfar21 @1802_kimmi @Agus_candra_ Disiplin Protokol Kesehatan Kunci Cegah Penyebaran Covid-19 #TNIPolriAjakPakaiMasker
D nd",Not Sure,Other,
1285238870162968577,"No masks. 

And frankly, I do not give a damn what he has to say. https://t.co/U5VEqp6C3e",Not Sure,English,Don't know if it's good or bad
1222444550943379456,"Coronavirus Fälle Deutschland: Die Zahl der Patienten steigt auf vier
https://t.co/FLeN9Mcuqo https://t.co/10TU9tWsxO",Not Sure,Other,
1232743314048389121,"Corona agaya pakistan mein, ab sab mask pehno aur tameez say ghar kay khanay khao. Stay safe na pls. I lov u",Not Sure,Multiple,
1281514543965802497,"Perawat:  dok udah bs balik ke jadwal praktek normal?
Me: ga dulu deh mbak...anak gw siapa yg temenin sfh 😔

Jadi tetep ya gara2 corona gw ga bs praktek normal",Not Sure,Multiple,
1280834121833558016,"DEIXE SUA OPINIÃO NOS COMENTÁRIOS!👇🏻

Parece teoria da conspiração... mas será que é só teoria?

1. Jair Bolsonaro minimiza a pandemia da Covid-19 no Brasil;
2. Ele não toma nenhuma medida para controlar o problema… https://t.co/o3kseSvSl3",Not Sure,Other,
1251157104292851718,"@x_xjochen Ganz ehrlich - ich wäre froh um jedes Bundesland das eine #Maskenpflicht einführt anstatt völlig Irrsinnig die Schulen schon nächste Woche zu öffnen!
Da lob ich mir die #SchulboykottNRW Überlegung! Wenn wir nicht alle den Kampf aufnehmen, sind wir ganz schnell wieder im Lockdown!",Not Sure,Multiple,
1270416384200077314,"New Normal maksudnya bukan normal kayak dulu jamelaaaaa, yang naik sepeda tanpa pake masker sungkem sana sama corona",Not Sure,Multiple,
1237890529670516738,La cagada del coronavirus es que ahora me re persigo para comer sobra de chetos en el laburo,Not Sure,Other,
1300011490666135553,@PolreskotimS Ayo Pakai Masker dan Putus Rantai Penyebaran Covid-19  #Sosialisasi3MPolri,Not Sure,Other,
1284100889435869186,"@vlbelang 
..  VEEL  CORONA  LEUGENS  IN  AMERICA  ...!!!..
..  OOK  IN  EUROPA  .??.  BELGIE .??.. 
   MASKERS  WERKEN  NIET  ..???..  
.. CORONA  HOLOCAUST  ...
    It Has Begun, People Are Demanding Change, Do You See What’s Happening..
   https://t.co/o6v0pabjrz",Not Sure,Multiple,
1275726385626189830,"@punzzel masker kain❌
masker n95❌
nutup muka pake hijab✔️",Not Sure,Other,
1250582258827878401,"#Covid19 |  Ralph Lauren realizó una donación millonaria para la lucha contra el coronavirus.- #LaSopaPuntoCom  https://t.co/7f0aQkItaF
 &amp;!",Not Sure,Other,
1279648461613346818,"España, en alerta por COVID-19,  con la primera ciudad confinada por rebrote https://t.co/vUSZLxeTLI https://t.co/ESBpv97HwN",Not Sure,Other,
1288906915200880643,"Ya somos de grandes ligas!, gracias lopes, es muy facil gobernar... https://t.co/7dkw84jUDa",Not Sure,Other,
1269542845276397568,@RandhawaAli Sir Berozgari aur lockdown ki waja sy mask khareedny k b paisay nahi bachy. Ab bus اللہ he is waba sy nijaat day. آمین,Not Sure,Other,
1234478425248686081,"sumpah banget kenapa gua harus batuk pilek pas lagi gencer-gencernya corona sih:(
waktu itu pas corona pertama kali muncul, ga lama gua batuk pilek.
terus sekarang corona kembali booming gegara udah masuk indo, and then gua batuk pilek lagi. 
butuh masker tp harganya naik semua😭",Not Sure,Other,
1250085408039411713,"Amigos estou colaborando com as vendas das máscaras KN95 a quem precisar pode clicar sem medo e fazer sua cotação, preço popular., KN95 Coronavirus Mask https://t.co/Ipe4x9f0vH",Not Sure,Other,
1299318647484104704,"Begitu ada berita penambahan angka penderita covid, selalu jadi yg terdepan buat ngerepost atau ngelontarin komen2 sarkas.

Begitu ditilik kembali, ternyata dia sendiri jg olahraga berkelompok, jalan2 ke mall, foto bareng gapake masker, dan lain sebagainya.

🤷‍♂️🤷‍♂️🤷‍♂️",Not Sure,Other,
1276980198156754946,Air travelling start ki to airline’s ne aik sath 30% percent fair barha diya Ab apni car li hai to khan Sahab ne aik sath 25 rupees barha diye Sahi Manhusiyat chal rhi hai soch rha hoon mask ka business hi start kerlo kya pta  is hi Bahanay corona hi khatam hojaye 😂😂😂,Not Sure,Multiple,
1299557486614196224,@shortwave8669 @thomasd99970087 @mchooyah @MattMackowiak @Delta It is sad that Herman Cain died from it.  Very.  I’m trying to recall.....did he wear a mask in public?,Not Sure,English,Could be arguemtn against or for wearing masks
1248263647270404099,"@MinPres @hugodejonge ALLEEN FFP2 mondmaskers voor IEDEREEN, kunnen de proliferatie van het coronavirus, EN de onvermijdelijke heropflakkering, zodra de huidige maatregelen worden opgeheven, in de kiem smoren! Het is haalbaar op korte termijn, mits een 'Marshall plan' ! #FFP2mondmaskersvooriedereen",Not Sure,Other,
1297965289834000384,"HAYIRLI HAFTALAR...
https://t.co/IhiZrYeoZ0
YÜKÜMÜ AL HATTI: (0342) 238 24 00
#evdekal #corona #korona #virüs #eliniyıka #maske #nakliye #taşımacılık #nakliyat #nakliyatfirmaları #gnakargo #gnataşımacılık #gaziantep #taşıma #yük #kargo #türkiye aziantep https://t.co/6aDtizHsDU",Not Sure,Other,
1291485857585733632,"Cipote Parranda Vallenata en la celebración del cumpleaños de @danielcalderonn en plena pandemia🎉🎁🍻 Ay ombeeeee🤔🤔

#danielcalderon #hebertvargas #nelsonvelasquez #cumpleaños #vallenato #ParrandaVallenata #Medellin #pandemia #coronavirus #covid19 https://t.co/ojEWiQvbwB",Not Sure,Other,
1252873838028746752,"@BerkahRecehan @siziiaa Bantu Polmas brantas Covid 19
   #PolmasCegahCovid19",Not Sure,Other,
1293518175179603968,"El Estado tiene capacidad suficiente para mandar a la gente a sus casas y garantizarles alimentos y servicios durante la cuarentena, pero no lo hace. Prefieren gastar 700 millardos al año en armas enriqueciendo a pocos mientras muchos mueren. Ese es el capitalismo. https://t.co/iJskD69Rv1",Not Sure,Other,
1261368401177513984,"#COVIDー19  🇵🇪 #Dia61 15/05
Departamentos / Regiones con mayor % de positividad
- Lambayeque: 23.38% ↑
- Callao: 23.33% ↑
- Ucayali: 21.92% ↑
- Loreto: 21.63% ↑
- Lima: 16.22% ↑
- Piura: 15.53% ↑
- Ancash: 10.84% ↑
- La Libertad: 10.23% ↑
- Tumbes: 10.16% ↑ https://t.co/bylprcSVUV",Not Sure,Other,
1297526153863806976,#DDNGuwahati #News কেন্দ্ৰীয় স্বাস্থ্য আৰু পৰিয়াল কল্যাণ মন্ত্ৰী হৰ্ষ বৰ্দ্ধনে কয় যে এই বছৰৰ শেষ ভাগত দেশে #COVID19 ৰ প্ৰতিষেধক লাভ কৰিবলৈ সক্ষম হব। @drharshvardhan https://t.co/Mfbyr5dZcI,Not Sure,Multiple,
1247769977106489345,"Selalu Gunakan Masker Kain, Bila Keluar Rumah.

Bersatu Lawan Corona (Covid-19).

#JatengLawanCorona
#PolresPekalonganKotaUntukIndonesia https://t.co/tG8kSnwlgg",Not Sure,Other,
1270763880923443200,Yıkanabilir pamuklu kumaştan nonwoven destekli maske üretimimiz başladı. @tcmeb @ziyaselcuk @EskisehirMem @eskvaliligi @MeslegimHayatim #maske #yıkanabilirmaske #COVID19 #coronavirus https://t.co/eIZZah6MKj,Not Sure,Other,
1276051548389298180,"@Bisniscom LAGU   ,  CORONA

VIRUS MEMATIKAN MEMBUNUH  JUTAAN  ORANG  Lewat Perkumpulan  dan keramaian 
Hindari keramaian,Jaga jarak, pake masker, Ibadah di rumah aja, 
TAATI LAH Protokol kesehatan NEW NORMAL , WASPADA lah dan EXTRA HATI HATI lah.

https://t.co/HwHPcyhTfD",Not Sure,Other,
1269435983562518529,"SUPER Doctor Leyton, Luchará contra el covid 19. Lo venceremos juntos quedándonos en casa. https://t.co/smPShKV55r",Not Sure,Other,
1276773564675391488,"COVID-19 #ostanidoma #ivypc 
Ilustrirano objašnjenje zašto nosili maske https://t.co/FeS4PcAAkp",Not Sure,Other,
1295759192431759361,"Küresel EdTech yatırımları 4.1 milyar dolara ulaştı,  ..  #birlike #Covid19 #Eğitim #salgınıyla #Uzaktan https://t.co/eT13rszw52",Not Sure,Other,
1273380214782013448,#TVUinforma | La Junaeb durante la crisis sanitaria por covid-19 ha continuado con su labor de alimentar a cientos de estudiantes en todo Chile https://t.co/n0vpPLKsCn,Not Sure,Other,
1272479126285361152,"@cdu_fraktion_th ""Sofortig"" kann gar nichts ausgezahlt werden, denn das Corona-Gesetz vom 6. Juni wurde nicht einmal im Gesetzblatt veröffentlicht und ist demnach auch noch nicht in Kraft getreten. CDU geht wieder auf Dummenfang?",Not Sure,Other,
1298087553032224768,"El día de hoy, el Distrito Capital es el estado con mayor cantidad de casos confirmados (280). El virus se mantiene circulando en sus 22 parroquias, presentando más contagios en El Valle (56), Sucre (23) y San Juan (22). 
#VzlaCovid19
#Venezuela 
#COVID__19 
#Coronavirus https://t.co/O5RZaEixAr",Not Sure,Other,
1275655442987978758,Upaya Polri menghadapi Pilkada Damai 2020 walaupun masih Pandemi Covid-19 tetapi Pilkada masih bisa dilaksanakan dengan syarat mengikuti protokol kesehatan Covid-19 https://t.co/RsPFGjmgTI,Not Sure,Other,
1232302788849414145,Galiba corona virüs buraya da gelecek. Hemen maske stoklayayım,Not Sure,Other,
1298022086384984064,"@PaperinikEdonna @eziomauro @las3rman @repubblica Ha ragione, dobbiamo mettere gli ammalati di Covid nei centri degli immigrati sperando che non fuggano come loro.
Ci vuole polso",Not Sure,Other,
1242110970744487936,"@GMelipilla @ministeriosalud @RAMIREZCHILE @munimelipilla @MCuracavi @muni_alhue @SanPedroMuni @MunicipalidadM4 @RadioPrensa @portaldemeli ¿Este es el plan para el Coronavirus? Cada muerte la pagaran por su ineptitud. Ya no hay gobierno, les queda poco. https://t.co/sqSlDCWzUQ",Not Sure,Other,
1280197380206325760,"@Manikanta141999 @NameisNani #3YearsForNinnuKori
Nenu raanu baboi Corona vundhi, ug ki povadam better",Not Sure,Multiple,
1288020036855029760,aku masih make padahal ditutup maskerr😂 https://t.co/bk37tqQ84H,Not Sure,Other,
1270427339281833988,Así el panorama de Coahuila en cuanto al COVID-19. https://t.co/IwP1Wza49n,Not Sure,Other,
1266724938515279872,"Lock down la konjam peruthutanga pola😹. Irunthalum I love you🥰🥰🥰

Enaku apdi solla oru aalu illa🤧🤧🚶‍♂️

#SooraraiPottru #Aruvaa #Vaadivaasal https://t.co/3GawnjdTBR",Not Sure,Multiple,
1251962884730617860,"@PaolaVaresi Secondo me, per riaprire, bisogna aspettare il vaccino. Nel frattempo, lo Stato, fino ad allora dovrà aiutare economicamente gli italiani, chiedendo aiuto all'UE! #COVID19 #coronavirus",Not Sure,Other,
1291228912849223682,"@krn19871 @ndmy8227 Y dónde están los sobrevivientes del covid, una bullaaaaa.",Not Sure,Other,
1291821725240483841,"🚨 DATOS OFICIALES 🚨

🇮🇨 Las Palmas de Gran Canaria se acerca a los 100 casos activos de Covid-19

https://t.co/lg3GnrOVvL",Not Sure,Other,
1300273348597833731,"jangan Lupa 3M yaa...
Menggunakan Masker, Menjaga Jarak, dan Mencuci Tangan
Mari Bersama Putus Rantai Penyebaran Covid-19. #Sukseskan3MBersamaPolri https://t.co/Lpth2kJwDL",Not Sure,Other,
1281141047020736512,"A través de estas #claves podrás conocer con qué hábitos e insumos se debe contar para una eficaz prevención, control y tratamiento del #coronavirus https://t.co/ZiLA1DRbOY",Not Sure,Other,
1265460349156724736,"Mari"" ki bersama Polri Jaga kamtibmas  dan Cegah penyebaran  Virus Covid - 19 dengan Tetap di Rumah, jangan mudik,  gunakan Masker, jaga Kebersihan serta Cuci Tangan 

#PolriPreventifCegahCovid19
#sukseskanpilkadaserentak2020
#dirumahaja
#polrihimbaupakaimasker
#janganmudikdulu https://t.co/Ptn2ilEyDb",Not Sure,Multiple,
1284840188225613824,"Suruh jalan-jalan ke rumah sakit terdekat tanpa memakai masker

Udah itu aja cukup kok https://t.co/JpxUIhsbGA",Not Sure,Other,
1283087325732405251,@NJOYDE Wenn ich doch JEDEN Tag jede Nachrichten #COVID19 höre muß jetzt Vorsicht für JEDEN gelten. Damit wir nicht noch einen höheren Preis zahlen appeliere auch in Feierlaune und sei ein heutiger Ritter! 🎠 Denken wir auch an die wirtschaftlichen Nachteile eines weiteren #lockdown’s...,Not Sure,Other,
1288004510237880321,Pakai mask tp no social distancing AHAKS https://t.co/F1TFyYOlNl,Not Sure,Multiple,
1230352524948856833,mask都送给China了，买不到啊 https://t.co/W2hBGseqRC,Not Sure,Multiple,
1259927264604684290,"„...Lassen Sie uns über Menschen in #Pflegeheimen sprechen, über Menschen, die mit #Demenz leben und an Demenz sterben...“ #Lockdown #COVID19 https://t.co/74gU29zzmK",Not Sure,Other,
1281336335714979840,"Para frenar el COVID-19 en Costa Rica, se debe pasar de defensiva a ofensiva, con anticipación. Entendamos que los datos de hoy se gestaron durante el periodo de incubación del virus de al menos seis días. Le toca al país aprender a ver más allá de cinco minutos a la vez.",Not Sure,Other,
1264046835674550279,@JohnMAckerman  ahí te hablan!! https://t.co/wcnRWEePZn,Not Sure,Other,
1280994921374253062,#8Jul |🇻🇪📢¡LA ETIQUETA DEL DÍA!⏩#VenezuelaTriunfanteYEnBatalla https://t.co/x6hdmuEgFG,Not Sure,English,
1296338307408830464,#PolriWajibPakaiMasker https://t.co/zvxnuw7UBR,Not Sure,Other,
1269616438245044224,"Corona in Berlin wohl schon vorbei, so wie die Maskenpflicht hier in den Zügen befolgt wird... @BVG_Ubahn @SBahnBerlin @DBRegio_BB @VBB_BerlinBB",Not Sure,Other,
1299940774117666816,"Polres kotim rutin lakukan protokol kesehatan dan membagikan masker.

Ayo Pakai Masker dan Putus Rantai Penyebaran Covid-19  #Sosialisasi3MPolri https://t.co/cDe5tAATxD",Not Sure,Other,
1299143398658641921,"#Sport
Grand absent de la liste de Didier Deschamps pour la Ligue des Nations, Paul Pogba a été testé positif au coronavirus ce jeudi.
Un autre habitué des convocations en Équipe de France, Tanguy Ndombele, a également été testé positif, révèle le journal L'Équipe.
#LeFigaro",Not Sure,French,
1282994518212653057,"Evolución diaria del total de muertes por #CoronaVirus #COVID19 en Chile

Actualización: martes, 14 julio 2020, 07:05 https://t.co/IO74QpOa3f",Not Sure,Other,
1275755587289198592,"تعلن #وزارة_الصحة عن تأكيد إصابة 846 حالة جديدة، وتسجيل 505 حالة شفاء، و  3 حالات وفاة جديدة بـ  #فيروس_كورونا_المستجدّ COVID-19 ، ليصبح إجمالي عدد الحالات 41,879 حالة https://t.co/fPFfy5GU2c",Not Sure,Other,
1276670985874427909,#coronavirus #Piura Hospital de #Talara ya tiene isotanque de #oxígeno en funcionamiento. https://t.co/6i3cSXRCJB,Not Sure,Other,
1277141399767408640,"@1trenggalek @DivHumas_Polri @KhofifahIP @HumasPoldaJatim @TheArieAir @tjhinfar21 Demi memuutus mata rantai penyebaran Corona Virus Disease 2019 atau Covid 19, Polisi bagikan masker pada warga
#SejutaMaskerPoldaJatim",Not Sure,Other,
1285812056395059201,"#Wähler  Nun laufen dem politischen Versager die Wähler weg und haben die Schnauze voll. Prompt ist die ach so ehemals verhasste Maske zu empfehlen. Dieser Mensch gehört in die Wüste geschickt,da kann er keinen großen Schaden anrichten.😷🏳️‍🌈🇪🇺🇩🇪🍀 https://t.co/AlA7wAcH2y",Not Sure,Other,
1262876472521326592,"Mari"" ki bersama Polri Jaga kamtibmas  dan Cegah penyebaran  Virus Covid - 19 dengan Tetap di Rumah, jangan mudik,  gunakan Masker, jaga Kebersihan serta Cuci Tangan
 #PolriPreventifCegahCovid19
#sukseskanpilkadaserentak2020
#dirumahaja
#polrihimbaupakaimasker
#janganmudikdulu https://t.co/5kk6R8OI5q",Not Sure,Other,
1269826399717650432,"Ikuti penjelasan lengkap mengenai Persiapan Berakhirnya PSBB, bersama dr. Franky Moudy Rumondor sebagai Ketua Satgas Covid-19 IDI Kabupaten Bandung, Kepala Bidang Penanggulangan Bencana dan pengabdian Masyarakat IDI Kabupaten Bandung.
Senin, 08 Juni 2020 mulai pukul 11.15 Wib. https://t.co/ichgW1jd1F",Not Sure,Other,
1269173668359348224,Corona bir tek Enes Berberoglu'nu tutuyorsa boşuna takmayalim maskeleri...,Not Sure,Other,
1234732937494614016,"@vnsspz ich krieg immer was von corona masken, schasaugertheit korrigieren oder enlarge alles.",Not Sure,Other,
1269110998985617408,"What's Your Opinion : 

High Court ના આદેશ બાદ દર્દી ઓની Privacy જળવાય રહે તે માટે હવેથી કોઈ Covid19 Patient ના નામ Declare નહિ કરવામાં આવે…
તમારું શું માનવું છે ?

#StayHomeStaySafe #IndiaFightCorona #Covid19 #Surattalks #Surat #Corona #Wearelive #SuratUpdate #Opinion https://t.co/ZVbhvSbJNn",Not Sure,Multiple,
1272835890956709888,"Maskemizi takalım, takmayanları uyaralım.

#koronavirus #maskesiz #kurallaraklımda #sosyalmesafe #Covid_19 #rehavetekapılma #MaskeniTakMesafeniKoru #maskenitak https://t.co/MZ432znyQi",Not Sure,Other,
1273704949285892097,"@celiachalfoun Bonjour! Pour toutes questions reliées à l’immigration, citoyenneté, permis étudiants ou autre, nous vous recommandons de contacter @CitImmCanFR ou visitez : https://t.co/1jamDpeXS0 
Info à jour :
🌐 https://t.co/sJJ7DVRb3D
📞 1-833-784-4397",Not Sure,French,
1222511397298429952,"Corona vit Russe, une autre façon de vivre son alcoolisme 
🍺🍺",Not Sure,Other,
1226764945242677253,"Lunedì mattina presto sul treno da Co per Mi: Sanremo, ultimi fuochi, Noemi Letizia (non so se in connessione), meteo (in arrivo perturbazione da Nord), cape stronze (commenti di donne peraltro) e vacanze in Asturie.
Coronavirus, pericolo immigrati e prescrizione non pervenute",Not Sure,Other,
1271163490666008577,Die Corona-Krise bringt die finanzpolitischen Fronten im Berner Stadtrat in Bewegung: Neue Schulden zu machen ist auch für die FDP kein No-Go mehr. https://t.co/IQP6yJ1Cgl,Not Sure,Other,
1271281858051928066,40.000 mortos e Bolsonaro incentiva seus seguidores a invadir hospitais e filmar se os leitos estão ocupados. Esse presidente é um genocida!!!! Espero que quem tente fazer isso seja preso!!! #ForaBol卐onaroGenocida #BolsonaroAcabou #coronavirus,Not Sure,Other,
1260467810511269888,"BERSATU LAWAN CORONA

#StopMudikCegahCovid19 https://t.co/Yum15erfdw",Not Sure,Multiple,
1295192217066319872,@YoBomber @amber_athey So what’s the point of this statement...are you mad u had to wear a mask to walk in or that’s you could take it off?,Not Sure,English,Need more context
1250713020847673344,"Mulai masker N95, baju hazmat hingga antiseptik

#idntimesjateng #VirusCorona #Covid19 #UpdateVirusCorona https://t.co/V1jNSinlWy",Not Sure,Other,
1247406050082304001,"@humas_pamekasan #PolriHimbauPakaiMasker 
Agar Tak Terpapar Corona",Not Sure,Other,
1296630060531712000,Sí lo sabré! 😔 https://t.co/S29KYICFpr,Not Sure,Other,
1237709117768093696,Is wearing mask can protect the #COVID19 ? For real??,Not Sure,English,surprise or sarcasm?
1225110879215243266,"Koronavirüs, maske fiyatlarını da artırdı! 10 tanesi 650 lira https://t.co/NdLldLOV7Q",Not Sure,Other,
1295975493167087616,"Ach, leg maar op de hoop met de onbetrouwbare mondmaskers'... https://t.co/RZqGN9xmE9",Not Sure,Other,
1257900334938292224,"#अकोला : आणखी 02 #Corona पॉझिटिव्ह : एकूण रुग्ण संख्या 77
@MiLOKMAT @CMOMaharashtra @rajeshtope11",Not Sure,Multiple,
